"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"20051","5","10","71","0","2015","A","",1089,12576,451044204,127451590,2999684,690,35867,"",0.98,0.96,0.95,0.77,0.99,0.99,0.98,"",13,1.2,-432,-3.3,-13569026,-2.9,27948080,28.1,363476,13.8,3,0.4,149,0.4
"20053","0","10","70","0","2015","A","",198,2393,77734183,26198538,443879,625,32486,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-582,-19.6,-29313845,-27.4,4236369,19.3,90126,25.5,-67,-9.7,-3491,-9.7
"20053","1","10","71","0","2015","A","",8,25,1114227,0,0,843,43838,"",6.33,0.53,0.49,0.00,0.00,0.92,0.92,"",0,0.0,-3,-10.7,-11538,-1.0,0,0.0,0,0.0,58,7.4,3025,7.4
"20053","2","10","71","0","2015","A","",8,268,10222991,0,0,733,38122,"",5.58,3.42,3.81,0.00,0.00,1.11,1.11,"",1,14.3,9,3.5,516677,5.3,0,0.0,0,0.0,13,1.8,682,1.8
"20053","3","10","71","0","2015","A","",30,611,18383519,10493550,23447,579,30112,"",8.56,2.57,2.65,28.64,9.66,1.03,1.03,"",0,0.0,-9,-1.5,14291,0.1,-51437,-0.5,4572,24.2,9,1.6,472,1.6
"20053","5","10","71","0","2015","A","",153,1489,48013446,15704988,420432,620,32251,"",0.80,0.73,0.73,0.61,0.95,0.99,0.99,"",0,0.0,-580,-28.0,-29833275,-38.3,4287806,37.6,85554,25.5,-104,-14.4,-5377,-14.3
"20055","0","10","70","0","2015","A","",1092,18493,673477512,285814751,4887543,700,36419,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.3,-75,-0.4,2736669,0.4,50333694,21.4,1204206,32.7,5,0.7,296,0.8
"20055","1","10","71","0","2015","A","",12,120,7217626,0,0,1159,60272,"",1.72,0.33,0.37,0.00,0.00,1.13,1.12,"",0,0.0,-2,-1.6,135338,1.9,0,0.0,0,0.0,43,3.9,2260,3.9
"20055","2","10","71","0","2015","A","",20,243,9733261,0,0,769,40000,"",2.53,0.40,0.42,0.00,0.00,1.04,1.04,"",0,0.0,-4,-1.6,153288,1.6,0,0.0,0,0.0,24,3.2,1280,3.3
"20055","3","10","71","0","2015","A","",17,2750,94300185,88349002,146215,660,34297,"",0.88,1.50,1.57,22.10,5.47,1.05,1.05,"",0,0.0,-2,-0.1,303567,0.3,-1018521,-1.1,-43,0.0,3,0.5,143,0.4
"20055","5","10","71","0","2015","A","",1043,15380,562226440,197465749,4741328,703,36556,"",0.99,0.98,0.99,0.70,0.98,1.01,1.01,"",3,0.3,-67,-0.4,2144476,0.4,51352215,35.1,1204249,34.0,6,0.9,297,0.8
"20057","0","10","70","0","2015","A","",828,17541,623368739,245786998,3959418,683,35537,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.4,20,0.1,24222456,4.0,57771576,30.7,905571,29.7,25,3.8,1341,3.9
"20057","1","10","71","0","2015","A","",14,219,13598648,0,0,1192,62000,"",2.65,0.63,0.75,0.00,0.00,1.19,1.19,"",0,0.0,-1,-0.5,-13304,-0.1,0,0.0,0,0.0,2,0.2,104,0.2
"20057","2","10","71","0","2015","A","",22,262,10235376,0,0,750,39017,"",3.67,0.46,0.48,0.00,0.00,1.04,1.04,"",1,4.8,4,1.6,485065,5.0,0,0.0,0,0.0,23,3.2,1201,3.2
"20057","3","10","71","0","2015","A","",32,2325,73330863,61348664,121357,606,31535,"",2.18,1.33,1.32,17.85,5.61,0.99,0.99,"",0,0.0,52,2.3,2220659,3.1,1381191,2.3,31324,34.8,4,0.7,250,0.8
"20057","5","10","71","0","2015","A","",760,14734,526203852,184438334,3838061,687,35713,"",0.95,0.99,1.00,0.77,0.98,1.01,1.01,"",2,0.3,-36,-0.2,21530036,4.3,56390385,44.0,874247,29.5,30,4.6,1544,4.5
"20059","0","10","70","0","2015","A","",644,9309,334548552,163893559,2903915,691,35937,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,0.8,133,1.4,11066943,3.4,27734334,20.4,237333,8.9,13,1.9,682,1.9
"20059","1","10","71","0","2015","A","",14,63,3282894,0,0,1002,52109,"",3.41,0.34,0.34,0.00,0.00,0.99,0.99,"",0,0.0,-2,-3.1,56127,1.7,0,0.0,0,0.0,42,4.4,2211,4.4
"20059","2","10","71","0","2015","A","",10,68,2740992,0,0,774,40259,"",2.14,0.22,0.24,0.00,0.00,1.06,1.06,"",0,0.0,-1,-1.4,87245,3.3,0,0.0,0,0.0,34,4.6,1799,4.7
"20059","3","10","71","0","2015","A","",33,1849,64394005,63888482,93810,670,34826,"",2.89,2.00,2.16,27.87,5.91,1.08,1.08,"",0,0.0,-26,-1.4,908747,1.4,1046330,1.7,-217427,-69.9,19,2.9,958,2.8
"20059","5","10","71","0","2015","A","",587,7329,264130661,100005077,2810105,693,36038,"",0.94,0.93,0.93,0.62,0.97,1.00,1.00,"",5,0.9,162,2.3,10014824,3.9,26688004,36.4,454760,19.3,11,1.6,584,1.6
"20061","0","10","70","0","2015","A","",732,13479,510304398,183565561,3462436,728,37860,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-9,-1.2,61,0.5,12260294,2.5,27747412,17.8,639067,22.6,14,2.0,743,2.0
"20061","1","10","71","0","2015","A","",21,3143,182967707,0,0,1120,58221,"",4.49,11.80,12.33,0.00,0.00,1.05,1.05,"",-4,-16.0,49,1.6,8620410,4.9,0,0.0,0,0.0,36,3.3,1877,3.3
"20061","2","10","71","0","2015","A","",15,171,6601666,0,0,744,38701,"",2.83,0.39,0.37,0.00,0.00,0.97,0.97,"",0,0.0,-43,-20.1,-1341348,-16.9,0,0.0,0,0.0,29,4.1,1541,4.1
"20061","3","10","71","0","2015","A","",16,2574,88145522,87114602,236046,658,34239,"",1.23,1.92,1.93,33.93,12.47,1.01,1.01,"",0,0.0,-29,-1.1,2054961,2.4,2031664,2.4,91088,62.8,22,3.5,1162,3.5
"20061","5","10","71","0","2015","A","",680,7591,232589503,96450959,3226390,589,30639,"",0.96,0.66,0.54,0.54,0.94,0.81,0.81,"",-6,-0.9,84,1.1,2926271,1.3,25715748,36.4,547979,20.5,1,0.2,47,0.2
"20063","0","10","70","0","2015","A","",150,1225,36911856,20309854,249599,579,30130,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-3.2,-6,-0.5,1380467,3.9,2963621,17.1,51132,25.8,24,4.3,1274,4.4
"20063","1","10","71","0","2015","A","",6,13,474787,0,0,698,36289,"",6.27,0.54,0.44,0.00,0.00,0.82,0.82,"",0,0.0,0,0.0,66610,16.3,0,0.0,0,0.0,78,12.6,4064,12.6
"20063","2","10","71","0","2015","A","",4,14,448714,0,0,624,32437,"",3.68,0.35,0.35,0.00,0.00,1.02,1.02,"",0,0.0,-1,-6.7,-33624,-7.0,0,0.0,0,0.0,22,3.7,1150,3.7
"20063","3","10","71","0","2015","A","",16,400,10592128,10500394,22693,510,26508,"",6.02,3.29,3.21,36.96,16.63,0.98,0.98,"",0,0.0,-6,-1.5,363835,3.6,377978,3.7,8422,59.0,25,5.2,1284,5.1
"20063","5","10","71","0","2015","A","",124,799,25396227,9809460,226906,612,31802,"",0.85,0.77,0.81,0.49,0.91,1.06,1.06,"",-5,-3.9,1,0.1,983646,4.0,2585643,35.8,42710,23.2,24,4.1,1200,3.9
"20065","0","10","70","0","2015","A","",130,929,31321983,15268580,164329,649,33734,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,4.0,-62,-6.3,-4278148,-12.0,454198,3.1,541,0.3,-42,-6.1,-2189,-6.1
"20065","1","10","71","0","2015","A","",8,23,1198716,0,0,995,51743,"",9.64,1.25,1.32,0.00,0.00,1.04,1.04,"",0,0.0,-3,-11.5,-94987,-7.3,0,0.0,0,0.0,35,3.6,1825,3.7
"20065","2","10","71","0","2015","A","",6,13,573594,0,0,833,43290,"",6.37,0.43,0.53,0.00,0.00,1.22,1.22,"",1,20.0,1,8.3,77960,15.7,0,0.0,0,0.0,44,5.6,2272,5.5
"20065","3","10","71","0","2015","A","",12,309,8389258,8065837,8338,522,27120,"",5.21,3.35,3.00,37.77,9.28,0.89,0.89,"",0,0.0,2,0.7,-456960,-5.2,-434160,-5.1,-533,-6.0,-33,-5.9,-1742,-6.0
"20065","5","10","71","0","2015","A","",103,583,21160415,7202743,155991,698,36311,"",0.82,0.74,0.80,0.48,0.96,1.08,1.08,"",3,3.0,-64,-9.9,-3804161,-15.2,888358,14.1,1074,0.7,-45,-6.1,-2304,-6.0
"20067","0","10","70","0","2015","A","",258,3324,146151337,44353639,880916,846,43970,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-1.9,-64,-1.9,2549689,1.8,8861286,25.0,265864,43.2,31,3.8,1579,3.7
"20067","1","10","71","0","2015","A","",4,16,791159,0,0,936,48687,"",2.43,0.24,0.19,0.00,0.00,0.75,0.75,"",0,0.0,-1,-5.9,-42435,-5.1,0,0.0,0,0.0,-7,-0.7,-348,-0.7
"20067","2","10","71","0","2015","A","",6,22,877215,0,0,767,39873,"",3.21,0.20,0.17,0.00,0.00,0.86,0.86,"",0,0.0,0,0.0,73377,9.1,0,0.0,0,0.0,54,7.6,2773,7.5
"20067","3","10","71","0","2015","A","",14,681,19108830,9273503,17349,540,28070,"",3.06,2.06,1.46,14.95,3.60,0.71,0.71,"",0,0.0,2,0.3,407862,2.2,346095,3.9,-3826,-18.1,11,2.1,538,2.0
"20067","5","10","71","0","2015","A","",234,2605,125374133,35080136,863567,926,48130,"",0.94,0.92,1.01,0.81,0.99,1.10,1.10,"",-5,-2.1,-65,-2.4,2110885,1.7,8515191,32.1,269690,45.4,38,4.3,1958,4.2
"20069","0","10","70","0","2015","A","",285,3257,109098771,50910598,739962,644,33493,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,85,2.7,6394930,6.2,9256389,22.2,147160,24.8,21,3.4,1110,3.4
"20069","1","10","71","0","2015","A","",10,23,954124,0,0,801,41635,"",5.50,0.36,0.30,0.00,0.00,0.85,0.84,"",0,0.0,0,0.0,68562,7.7,0,0.0,0,0.0,58,7.8,2992,7.7
"20069","2","10","71","0","2015","A","",5,17,672509,0,0,784,40758,"",2.42,0.16,0.18,0.00,0.00,1.15,1.15,"",0,0.0,1,6.2,42076,6.7,0,0.0,0,0.0,14,1.8,731,1.8
"20069","3","10","71","0","2015","A","",20,881,21685270,21221426,43238,474,24628,"",3.96,2.72,2.23,29.80,10.69,0.82,0.82,"",0,0.0,-15,-1.7,60447,0.3,57919,0.3,424,1.0,10,2.2,498,2.1
"20069","5","10","71","0","2015","A","",250,2337,85786868,29689172,696724,706,36702,"",0.91,0.85,0.93,0.59,0.95,1.10,1.10,"",0,0.0,100,4.5,6223845,7.8,9198470,44.9,146736,26.7,22,3.2,1130,3.2
"20071","0","10","70","0","2015","A","",73,690,21149333,12422010,96984,590,30666,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-1.4,3,0.4,537514,2.6,1597990,14.8,32762,51.0,13,2.3,652,2.2
"20071","1","10","71","0","2015","A","",4,11,526593,0,0,928,48238,"",8.58,0.81,0.86,0.00,0.00,1.07,1.07,"",0,0.0,1,10.0,63938,13.8,0,0.0,0,0.0,53,6.1,2731,6.0
"20071","2","10","71","0","2015","A","",3,14,486642,0,0,693,36048,"",5.67,0.62,0.67,0.00,0.00,1.11,1.11,"",0,0.0,1,7.7,-3263,-0.7,0,0.0,0,0.0,-18,-2.5,-926,-2.5
"20071","3","10","71","0","2015","A","",9,297,8066970,8066970,8068,522,27162,"",6.96,4.33,4.27,46.43,15.21,0.98,0.99,"",0,0.0,7,2.4,493398,6.5,493398,6.5,494,6.5,20,4.0,1076,4.1
"20071","5","10","71","0","2015","A","",57,368,12069128,4355040,88916,630,32774,"",0.81,0.63,0.67,0.36,0.92,1.07,1.07,"",-1,-1.7,-5,-1.3,-16559,-0.1,1104592,34.0,32268,57.0,7,1.1,373,1.2
"20073","0","10","70","0","2015","A","",221,1679,47472306,22703677,380922,544,28277,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-1.3,-43,-2.5,-1715103,-3.5,2731257,13.7,35601,10.3,-5,-0.9,-295,-1.0
"20073","1","10","71","0","2015","A","",13,39,1458476,0,0,721,37477,"",9.21,1.18,1.06,0.00,0.00,0.90,0.90,"",0,0.0,-4,-9.3,13810,1.0,0,0.0,0,0.0,69,10.6,3551,10.5
"20073","2","10","71","0","2015","A","",5,21,743928,0,0,684,35566,"",3.12,0.38,0.45,0.00,0.00,1.19,1.19,"",0,0.0,0,0.0,-22635,-3.0,0,0.0,0,0.0,-7,-1.0,-367,-1.0
"20073","3","10","71","0","2015","A","",23,450,9298530,9053012,32505,397,20656,"",5.88,2.70,2.19,28.51,15.61,0.81,0.81,"",0,0.0,23,5.4,-7091,-0.1,-523,0.0,14867,84.3,-22,-5.3,-1129,-5.2
"20073","5","10","71","0","2015","A","",180,1169,35971372,13650665,348417,592,30775,"",0.84,0.82,0.89,0.61,0.92,1.09,1.09,"",-3,-1.6,-61,-5.0,-1699187,-4.5,2731780,25.0,20734,6.3,3,0.5,159,0.5
"20075","0","10","70","0","2015","A","",93,1317,45667593,22455103,382511,667,34689,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,3.3,61,4.9,2346461,5.4,4587971,25.7,121354,46.5,4,0.6,193,0.6
"20075","1","10","71","0","2015","A","",5,9,379734,0,0,811,42193,"",8.42,0.35,0.29,0.00,0.00,0.83,0.83,"",0,0.0,0,0.0,27994,8.0,0,0.0,0,0.0,73,9.9,3821,10.0
"20075","2","10","71","0","2015","A","",4,24,893873,0,0,729,37903,"",5.94,0.56,0.57,0.00,0.00,1.04,1.04,"",0,0.0,1,4.3,16251,1.9,0,0.0,0,0.0,0,0.0,20,0.1
"20075","3","10","71","0","2015","A","",11,300,8415275,8415275,36988,540,28098,"",6.68,2.29,2.06,26.79,17.68,0.90,0.90,"",0,0.0,-7,-2.3,-193328,-2.2,-193328,-2.2,11179,43.3,0,0.0,42,0.1
"20075","5","10","71","0","2015","A","",73,984,35978711,14039828,345523,703,36548,"",0.81,0.88,0.93,0.64,0.91,1.06,1.05,"",3,4.3,67,7.3,2495544,7.5,4781299,51.6,110175,46.8,1,0.1,21,0.1
"20077","0","10","70","0","2015","A","",245,2285,78285018,35116988,458750,659,34254,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-7,-2.8,-151,-6.2,-2271784,-2.8,4036775,13.0,-24247,-5.0,23,3.6,1182,3.6
"20077","1","10","71","0","2015","A","",9,31,1334983,0,0,842,43770,"",5.75,0.69,0.59,0.00,0.00,0.87,0.87,"",0,0.0,-1,-3.1,75228,6.0,0,0.0,0,0.0,79,10.4,4093,10.3
"20077","2","10","71","0","2015","A","",5,19,665944,0,0,680,35360,"",2.82,0.25,0.25,0.00,0.00,0.98,0.98,"",0,0.0,0,0.0,41141,6.6,0,0.0,0,0.0,50,7.9,2619,8.0
"20077","3","10","71","0","2015","A","",20,819,24414736,17946782,44329,574,29829,"",4.61,3.61,3.49,36.54,17.67,0.97,0.97,"",0,0.0,-15,-1.8,1172464,5.0,1136636,6.8,-2978,-6.3,38,7.1,1972,7.1
"20077","5","10","71","0","2015","A","",211,1418,51869355,17170206,414421,704,36590,"",0.89,0.73,0.78,0.50,0.91,1.07,1.07,"",-7,-3.2,-133,-8.6,-3560617,-6.4,2900139,20.3,-21269,-4.9,17,2.5,844,2.4
"20079","0","10","70","0","2015","A","",788,14151,504458647,182789963,4523152,686,35648,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-19,-2.4,150,1.1,14874598,3.0,35921510,24.5,1085714,31.6,14,2.1,680,1.9
"20079","1","10","71","0","2015","A","",11,64,3284257,0,0,989,51451,"",2.19,0.23,0.22,0.00,0.00,0.98,0.98,"",0,0.0,0,0.0,154600,4.9,0,0.0,0,0.0,50,5.3,2614,5.4
"20079","2","10","71","0","2015","A","",9,66,2505557,0,0,736,38253,"",1.58,0.14,0.14,0.00,0.00,1.02,1.02,"",1,12.5,-3,-4.3,-11558,-0.5,0,0.0,0,0.0,34,4.8,1729,4.7
"20079","3","10","71","0","2015","A","",42,1910,57289049,56546360,99382,577,29993,"",3.01,1.36,1.27,22.12,4.02,0.94,0.94,"",1,2.4,-41,-2.1,719212,1.3,710023,1.3,10602,11.9,19,3.4,995,3.4
"20079","5","10","71","0","2015","A","",727,12112,441379784,126243603,4423770,701,36443,"",0.95,1.01,1.03,0.70,0.98,1.02,1.02,"",-21,-2.8,195,1.6,14012344,3.3,35211487,38.7,1075112,32.1,11,1.6,581,1.6
"20081","0","10","70","0","2015","A","",163,1865,71232986,34565856,542341,734,38186,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.6,0,0.0,3073360,4.5,4995386,16.9,171309,46.2,31,4.4,1636,4.5
"20081","1","10","71","0","2015","A","",7,15,816502,0,0,1065,55356,"",6.73,0.41,0.39,0.00,0.00,0.99,0.99,"",0,0.0,2,15.4,94051,13.0,0,0.0,0,0.0,-11,-1.0,-576,-1.0
"20081","2","10","71","0","2015","A","",4,11,344673,0,0,631,32826,"",3.39,0.18,0.14,0.00,0.00,0.81,0.81,"",0,0.0,0,0.0,4092,1.2,0,0.0,0,0.0,26,4.3,1388,4.4
"20081","3","10","71","0","2015","A","",15,548,17171464,16675300,58396,603,31344,"",5.20,2.96,2.70,34.49,19.69,0.91,0.91,"",0,0.0,-31,-5.4,-218214,-1.3,-212976,-1.3,16691,40.0,25,4.3,1297,4.3
"20081","5","10","71","0","2015","A","",137,1292,52900347,17890556,483945,787,40934,"",0.87,0.82,0.88,0.53,0.90,1.07,1.07,"",1,0.7,30,2.4,3193431,6.4,5208362,41.1,154618,46.9,30,4.0,1557,4.0
"20083","0","10","70","0","2015","A","",74,521,16375741,10137435,72576,605,31462,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-24,-4.4,-952412,-5.5,1210702,13.6,20873,40.4,-6,-1.0,-328,-1.0
"20083","1","10","71","0","2015","A","",5,15,661596,0,0,825,42914,"",10.58,1.46,1.39,0.00,0.00,0.93,0.93,"",0,0.0,1,7.1,54699,9.0,0,0.0,0,0.0,-4,-0.5,-179,-0.4
"20083","2","10","71","0","2015","A","",5,13,432546,0,0,620,32239,"",9.33,0.76,0.76,0.00,0.00,0.97,0.97,"",0,0.0,0,0.0,41680,10.7,0,0.0,0,0.0,38,6.5,1978,6.5
"20083","3","10","71","0","2015","A","",13,254,7133535,7109887,17079,541,28122,"",9.92,4.91,4.88,50.14,43.04,0.99,0.99,"",0,0.0,-13,-4.9,558817,8.5,535169,8.1,9579,127.7,68,14.4,3505,14.2
"20083","5","10","71","0","2015","A","",51,238,8148064,3027548,55497,658,34236,"",0.71,0.54,0.59,0.30,0.77,1.09,1.09,"",0,0.0,-13,-5.2,-1607608,-16.5,675533,28.7,11294,25.6,-89,-11.9,-4631,-11.9
"20085","0","10","70","0","2015","A","",317,4138,129160071,48476781,696288,600,31210,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,5.3,-12,-0.3,2906155,2.3,3274173,7.2,4826,0.7,15,2.6,787,2.6
"20085","1","10","71","0","2015","A","",13,50,2134087,0,0,825,42896,"",6.42,0.61,0.57,0.00,0.00,0.93,0.93,"",0,0.0,-1,-2.0,93034,4.6,0,0.0,0,0.0,62,8.1,3200,8.1
"20085","2","10","71","0","2015","A","",11,33,1370917,0,0,791,41128,"",4.79,0.24,0.31,0.00,0.00,1.25,1.25,"",1,10.0,-3,-8.3,-37877,-2.7,0,0.0,0,0.0,28,3.7,1444,3.6
"20085","3","10","71","0","2015","A","",26,1889,64029526,23978040,64939,652,33902,"",4.63,4.59,5.55,35.36,17.06,1.21,1.21,"",0,0.0,0,0.0,860860,1.4,-2419181,-9.2,-114110,-63.7,9,1.4,459,1.4
"20085","5","10","71","0","2015","A","",267,2167,61625541,24498741,631349,547,28443,"",0.87,0.62,0.56,0.52,0.91,0.91,0.91,"",15,6.0,-7,-0.3,1990138,3.3,5693354,30.3,118936,23.2,20,3.8,1015,3.7
"20087","0","10","70","0","2015","A","",373,3619,129018665,59136425,1477731,686,35648,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.8,-26,-0.7,5310788,4.3,9874679,20.0,298191,25.3,33,5.1,1705,5.0
"20087","1","10","71","0","2015","A","",14,70,3117662,0,0,861,44751,"",5.88,0.98,0.83,0.00,0.00,0.85,0.85,"",0,0.0,1,1.4,303875,10.8,0,0.0,0,0.0,77,9.8,3971,9.7
"20087","2","10","71","0","2015","A","",9,36,1403037,3252,88,756,39337,"",3.33,0.30,0.31,0.01,0.08,1.04,1.05,"",1,12.5,-1,-2.7,-6435,-0.5,3252,100.0,88,100.0,13,1.7,721,1.9
"20087","3","10","71","0","2015","A","",37,1053,28359653,27848874,77910,518,26941,"",5.60,2.93,2.46,33.67,9.64,0.84,0.84,"",0,0.0,14,1.3,930533,3.4,1158461,4.3,28229,56.8,10,2.0,548,2.1
"20087","5","10","71","0","2015","A","",313,2461,96138313,31284299,1399733,751,39061,"",0.87,0.80,0.88,0.54,0.95,1.10,1.10,"",2,0.6,-39,-1.6,4082815,4.4,8712966,38.6,269874,23.9,43,6.1,2236,6.1
"20089","0","10","70","0","2015","A","",103,743,20472575,11294041,107325,530,27548,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-2.8,-20,-2.6,186339,0.9,1277715,12.8,26288,32.4,19,3.7,952,3.6
"20089","1","10","71","0","2015","A","",10,26,819110,0,0,606,31504,"",15.21,1.77,1.38,0.00,0.00,0.78,0.78,"",-1,-9.1,-3,-10.3,-102315,-11.1,0,0.0,0,0.0,-12,-1.9,-639,-2.0
"20089","2","10","71","0","2015","A","",5,31,1032642,0,0,641,33311,"",6.70,1.27,1.46,0.00,0.00,1.15,1.15,"",0,0.0,-1,-3.1,-71762,-6.5,0,0.0,0,0.0,-19,-2.9,-1023,-3.0
"20089","3","10","71","0","2015","A","",17,295,6870006,6763613,20171,447,23262,"",9.32,4.00,3.76,42.82,34.37,0.94,0.94,"",0,0.0,-12,-3.9,29657,0.4,18669,0.3,7721,62.0,18,4.2,950,4.3
"20089","5","10","71","0","2015","A","",71,391,11750817,4530428,87154,578,30066,"",0.71,0.62,0.68,0.41,0.82,1.09,1.09,"",-2,-2.7,-4,-1.0,330759,2.9,1259046,38.5,18567,27.1,22,4.0,1179,4.1
"20091","0","10","70","0","2015","A","",22071,334691,18151959242,5099836676,143299325,1043,54235,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",717,3.4,6643,2.0,927471393,5.4,1198747434,30.7,33919065,31.0,33,3.3,1729,3.3
"20091","1","10","71","0","2015","A","",44,2529,217165680,0,0,1652,85884,"",0.31,0.38,0.41,0.00,0.00,1.08,1.08,"",-1,-2.2,92,3.8,10097169,4.9,0,0.0,0,0.0,18,1.1,901,1.1
"20091","2","10","71","0","2015","A","",32,872,39148017,185314,5708,864,44903,"",0.20,0.08,0.06,0.01,0.05,0.78,0.78,"",0,0.0,-17,-1.9,1377547,3.6,24805,15.5,885,18.3,47,5.8,2424,5.7
"20091","3","10","71","0","2015","A","",45,26697,1038540240,1025100169,1640058,748,38901,"",0.12,0.80,0.64,14.37,2.09,0.80,0.80,"",-1,-2.2,255,1.0,19116905,1.9,19429720,1.9,176602,12.1,7,0.9,348,0.9
"20091","5","10","71","0","2015","A","",21950,304593,16857105305,4074551193,141653559,1064,55343,"",1.03,1.07,1.10,0.82,0.99,1.02,1.02,"",719,3.4,6312,2.1,896879772,5.6,1179292909,40.7,33741578,31.3,35,3.4,1836,3.4
"20093","0","10","70","0","2015","A","",126,1345,46992224,29872610,323470,672,34930,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.8,15,1.1,2917082,6.6,3511756,13.3,100055,44.8,35,5.5,1799,5.4
"20093","1","10","71","0","2015","A","",5,14,641292,0,0,865,45003,"",6.22,0.53,0.47,0.00,0.00,0.87,0.88,"",0,0.0,0,0.0,67531,11.8,0,0.0,0,0.0,72,9.1,3775,9.2
"20093","2","10","71","0","2015","A","",5,11,379579,0,0,684,35586,"",5.48,0.25,0.23,0.00,0.00,0.96,0.97,"",0,0.0,-3,-21.4,-129708,-25.5,0,0.0,0,0.0,-11,-1.6,-576,-1.6
"20093","3","10","71","0","2015","A","",13,658,21296846,21296846,63760,623,32391,"",5.83,4.92,5.08,50.97,36.05,1.03,1.03,"",0,0.0,-23,-3.4,938362,4.6,938362,4.6,-6136,-8.8,48,8.3,2478,8.3
"20093","5","10","71","0","2015","A","",103,663,24674507,8575764,259710,716,37221,"",0.84,0.58,0.62,0.29,0.81,1.07,1.07,"",1,1.0,41,6.6,2040897,9.0,2573394,42.9,106191,69.2,16,2.3,818,2.2
"20095","0","10","70","0","2015","A","",255,2413,82542421,36825838,782682,658,34212,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.4,-102,-4.1,-2468816,-2.9,5135762,16.2,148987,23.5,8,1.2,404,1.2
"20095","1","10","71","0","2015","A","",10,31,1349903,0,0,837,43545,"",6.14,0.65,0.56,0.00,0.00,0.86,0.87,"",0,0.0,-6,-16.2,-106114,-7.3,0,0.0,0,0.0,72,9.4,3745,9.4
"20095","2","10","71","0","2015","A","",7,22,879450,0,0,754,39232,"",3.79,0.28,0.31,0.00,0.00,1.09,1.09,"",0,0.0,0,0.0,23613,2.8,0,0.0,0,0.0,20,2.7,1053,2.8
"20095","3","10","71","0","2015","A","",38,535,12474410,12405510,21343,448,23317,"",8.41,2.23,1.69,24.09,4.99,0.76,0.76,"",0,0.0,6,1.1,129985,1.1,151384,1.2,-12291,-36.5,-1,-0.2,-11,0.0
"20095","5","10","71","0","2015","A","",200,1824,67838658,24420328,761339,715,37187,"",0.81,0.89,0.97,0.68,0.98,1.09,1.09,"",1,0.5,-102,-5.3,-2516300,-3.6,4984378,25.6,161278,26.9,13,1.9,664,1.8
"20097","0","10","70","0","2015","A","",108,1250,41949689,17018179,316531,645,33564,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,3.8,95,8.2,9843974,30.7,4365864,34.5,122643,63.3,111,20.8,5771,20.8
"20097","1","10","71","0","2015","A","",6,13,472942,0,0,686,35694,"",8.70,0.53,0.39,0.00,0.00,0.72,0.72,"",0,0.0,-2,-13.3,21578,4.8,0,0.0,0,0.0,91,15.3,4743,15.3
"20097","2","10","71","0","2015","A","",6,15,635144,0,0,828,43061,"",7.67,0.37,0.44,0.00,0.00,1.22,1.22,"",0,0.0,1,7.1,33979,5.7,0,0.0,0,0.0,21,2.6,1119,2.7
